CÓDIGO,NOME
J82,EOSINOFILIA PULMONAR, NÃO CLASSIFICADA EM OUTRA PARTE
J84,OUTRAS DOENÇAS PULMONARES INTERSTICIAIS
J85,ABSCESSO DO PULMÃO E DO MEDIASTINO
J86,PIOTÓRAX
J90,DERRAME PLEURAL NÃO CLASSIFICADO EM OUTRA PARTE
J91,DERRAME PLEURAL EM AFECÇÕES CLASSIFICADAS EM OUTRA PARTE
J92,PLACAS PLEURAIS
J93,PNEUMOTÓRAX
J94,OUTRAS AFECÇÕES PLEURAIS
J95,AFECÇÕES RESPIRATÓRIAS PÓS-PROCEDIMENTOS NÃO CLASSIFICADAS EM OUTRA PARTE
J96,INSUFICIÊNCIA RESPIRATÓRIA NÃO CLASSIFICADA DE OUTRA PARTE
J98,OUTROS TRANSTORNOS RESPIRATÓRIOS
J99,TRANSTORNOS RESPIRATÓRIOS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
K00,DISTÚRBIOS DO DESENVOLVIMENTO E DA ERUPÇÃO DOS DENTES
K01,DENTES INCLUSOS E IMPACTADOS
K02,CÁRIE DENTÁRIA
K03,OUTRAS DOENÇAS DOS TECIDOS DENTÁRIOS DUROS
K04,DOENÇAS DA POLPA E DOS TECIDOS PERIAPICAIS
K05,GENGIVITE E DOENÇAS PERIODONTAIS
K06,OUTROS TRANSTORNOS DA GENGIVA E DO REBORDO ALVEOLAR SEM DENTES
K07,ANOMALIAS DENTOFACIAIS (INCLUSIVE A MALOCLUSÃO)
K08,OUTROS TRANSTORNOS DOS DENTES E DE SUAS ESTRUTURAS DE SUSTENTAÇÃO
K09,CISTOS DA REGIÃO BUCAL NÃO CLASSIFICADOS EM OUTRA PARTE
K10,OUTRAS DOENÇAS DOS MAXILARES
K11,DOENÇAS DAS GLÂNDULAS SALIVARES
K12,ESTOMATITE E LESÕES CORRELATAS
K13,OUTRAS DOENÇAS DO LÁBIO E DA MUCOSA ORAL
K14,DOENÇAS DA LÍNGUA
K20,ESOFAGITE
K21,DOENÇA DE REFLUXO GASTROESOFÁGICO
K22,OUTRAS DOENÇAS DO ESÔFAGO
K23,TRANSTORNOS DO ESÔFAGO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
K25,ÚLCERA GÁSTRICA
K26,ÚLCERA DUODENAL
K27,ÚLCERA PÉPTICA DE LOCALIZAÇÃO NÃO ESPECIFICADA
K28,ÚLCERA GASTROJEJUNAL
K29,GASTRITE E DUODENITE
K30,DISPEPSIA
K31,OUTRAS DOENÇAS DO ESTÔMAGO E DO DUODENO
K35,APENDICITE AGUDA
K36,OUTRAS FORMAS DE APENDICITE
K37,APENDICITE, SEM OUTRAS ESPECIFICAÇÕES
K38,OUTRAS DOENÇAS DO APÊNDICE
K40,HÉRNIA INGUINAL
K41,HÉRNIA FEMORAL
K42,HÉRNIA UMBILICAL
K43,HÉRNIA VENTRAL
K44,HÉRNIA DIAFRAGMÁTICA
K45,OUTRAS HÉRNIAS ABDOMINAIS
K46,HÉRNIA ABDOMINAL NÃO ESPECIFICADA
K50,DOENÇA DE CROHN [ENTERITE REGIONAL]
K51,COLITE ULCERATIVA
K52,OUTRAS GASTROENTERITES E COLITES NÃO-INFECCIOSAS
K55,TRANSTORNOS VASCULARES DO INTESTINO
K56,ÍLEO PARALÍTICO E OBSTRUÇÃO INTESTINAL SEM HÉRNIA
K57,DOENÇA DIVERTICULAR DO INTESTINO
K58,SÍNDROME DO CÓLON IRRITÁVEL
K59,OUTROS TRANSTORNOS FUNCIONAIS DO INTESTINO
K60,FISSURA E FÍSTULA DAS REGIÕES ANAL E RETAL
K61,ABSCESSO DAS REGIÕES ANAL E RETAL
K62,OUTRAS DOENÇAS DO RETO E DO ÂNUS
K63,OUTRAS DOENÇAS DO INTESTINO
K65,PERITONITE
K66,OUTROS TRANSTORNOS DO PERITÔNIO
K67,COMPROMETIMENTO DO PERITÔNIO, EM DOENÇAS INFECCIOSAS CLASSIFICADAS EM OUTRA PARTE
K70,DOENÇA ALCOÓLICA DO FÍGADO
K71,DOENÇA HEPÁTICA TÓXICA
K72,INSUFICIÊNCIA HEPÁTICA NÃO CLASSIFICADA EM OUTRA PARTE
K73,HEPATITE CRÔNICA NÃO CLASSIFICADA EM OUTRA PARTE
K74,FIBROSE E CIRROSE HEPÁTICAS
K75,OUTRAS DOENÇAS INFLAMATÓRIAS DO FÍGADO
K76,OUTRAS DOENÇAS DO FÍGADO
K77,TRANSTORNOS DO FÍGADO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
K80,COLELITÍASE
K81,COLECISTITE
K82,OUTRAS DOENÇAS DA VESÍCULA BILIAR
K83,OUTRAS DOENÇAS DAS VIAS BILIARES
K85,PANCREATITE AGUDA
K86,OUTRAS DOENÇAS DO PÂNCREAS
K87,TRANSTORNOS DA VESÍCULA BILIAR, DAS VIAS BILIARES E DO PÂNCREAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
K90,MÁ-ABSORÇÃO INTESTINAL
K91,TRANSTORNOS DO APARELHO DIGESTIVO PÓS-PROCEDIMENTOS, NÃO CLASSIFICADOS EM OUTRA PARTE
K92,OUTRAS DOENÇAS DO APARELHO DIGESTIVO
K93,TRANSTORNOS DE OUTROS ÓRGÃOS DIGESTIVOS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L00,SÍNDROME DA PELE ESCALDADA ESTAFILOCÓCICA DO RECÉM-NASCIDO
L01,IMPETIGO
L02,ABSCESSO CUTÂNEO, FURÚNCULO E ANTRAZ
L03,CELULITE (FLEGMÃO)
L04,LINFADENITE AGUDA
L05,CISTO PILONIDAL
L08,OUTRAS INFECÇÕES LOCALIZADAS DA PELE E DO TECIDO SUBCUTÂNEO
L10,PÊNFIGO
L11,OUTRAS AFECÇÕES ACANTOLÍTICAS
L12,PENFIGÓIDE
L13,OUTRAS AFECÇÕES BOLHOSAS
L14,AFECÇÕES BOLHOSAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L20,DERMATITE ATÓPICA
L21,DERMATITE SEBORRÉICA
L22,DERMATITE DAS FRALDAS
L23,DERMATITES ALÉRGICAS DE CONTATO
L24,DERMATITES DE CONTATO POR IRRITANTES
L25,DERMATITE DE CONTATO NÃO ESPECIFICADA
L26,DERMATITE ESFOLIATIVA
L27,DERMATITE DEVIDA A SUBSTÂNCIAS DE USO INTERNO
L28,LÍQUEN SIMPLES CRÔNICO E PRURIGO
L29,PRURIDO
L30,OUTRAS DERMATITES
L40,PSORÍASE
L41,PARAPSORÍASE
L42,PITIRÍASE RÓSEA
L43,LÍQUEN PLANO
L44,OUTRAS AFECÇÕES PÁPULO-DESCAMATIVAS
L45,AFECÇÕES PÁPULO-DESCAMATIVAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L50,URTICÁRIA
L51,ERITEMA POLIMORFO (ERITEMA MULTIFORME)
L52,ERITEMA NODOSO
L53,OUTRAS AFECÇÕES ERITEMATOSAS
L54,ERITEMA EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L55,QUEIMADURA SOLAR
L56,OUTRAS ALTERAÇÕES AGUDAS DA PELE DEVIDAS A RADIAÇÃO ULTRAVIOLETA
L57,ALTERAÇÕES DA PELE DEVIDAS À EXPOSIÇÃO CRÔNICA À RADIAÇÃO NÃO IONIZANTE
L58,RADIODERMATITE
L59,OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO RELACIONADAS COM A RADIAÇÃO
L60,AFECÇÕES DAS UNHAS
L62,AFECÇÕES DAS UNHAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L63,ALOPÉCIA AREATA
L64,ALOPÉCIA ANDROGÊNICA
L65,OUTRAS FORMAS NÃO CICATRICIAIS DA PERDA DE CABELOS OU PÊLOS
L66,ALOPÉCIA CICATRICIAL [PERDA DE CABELOS OU PÊLOS, CICATRICIAL]
L67,ANORMALIDADES DA COR E DO PEDÍCULO DOS CABELOS E DOS PÊLOS
L68,HIPERTRICOSE
L70,ACNE
L71,ROSÁCEA
L72,CISTOS FOLICULARES DA PELE E DO TECIDO SUBCUTÂNEO
L73,OUTRAS AFECÇÕES FOLICULARES
L74,AFECÇÕES DAS GLÂNDULAS SUDORÍPARAS ÉCRINAS
L75,AFECÇÕES DAS GLÂNDULAS SUDORÍPARAS APÓCRINAS
L80,VITILIGO
L81,OUTROS TRANSTORNOS DA PIGMENTAÇÃO
L82,CERATOSE SEBORRÉICA
L83,ACANTOSE NIGRICANS
L84,CALOS E CALOSIDADES
L85,OUTRAS FORMAS DE ESPESSAMENTO EPIDÉRMICO
L86,CERATODERMIA EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
L87,TRANSTORNOS DA ELIMINAÇÃO TRANSEPIDÉRMICA
L88,PIODERMITE GANGRENOSA
L89,ÚLCERA DE DECÚBITO
L90,AFECÇÕES ATRÓFICAS DA PELE
L91,AFECÇÕES HIPERTRÓFICAS DA PELE
L92,AFECÇÕES GRANULOMATOSAS DA PELE E DO TECIDO SUBCUTÂNEO
L93,LÚPUS ERITEMATOSO
L94,OUTRAS AFECÇÕES LOCALIZADAS DO TECIDO CONJUNTIVO
L95,VASCULITE LIMITADA A PELE NÃO CLASSIFICADAS EM OUTRA PARTE
L97,ÚLCERA DOS MEMBROS INFERIORES NÃO CLASSIFICADA EM OUTRA PARTE
L98,OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO NÃO CLASSIFICADAS EM OUTRA PARTE
L99,OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M00,ARTRITE PIOGÊNICA
M01,INFECÇÕES DIRETAS DA ARTICULAÇÃO EM DOENÇAS INFECCIOSAS E PARASITÁRIAS CLASSIFICADAS EM OUTRA PARTE
M02,ARTROPATIAS REACIONAIS
M03,ARTROPATIAS PÓS-INFECCIOSAS E REACIONAIS EM DOENÇAS INFECCIOSAS CLASSIFICADAS EM OUTRA PARTE
M05,ARTRITE REUMATÓIDE SORO-POSITIVA
M06,OUTRAS ARTRITES REUMATÓIDES
M07,ARTROPATIAS PSORIÁSICAS E ENTEROPÁTICAS
M08,ARTRITE JUVENIL
M09,ARTRITE JUVENIL EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M10,GOTA
M11,OUTRAS ARTROPATIAS POR DEPOSIÇÃO DE CRISTAIS
M12,OUTRAS ARTROPATIAS ESPECIFICADAS
M13,OUTRAS ARTRITES
M14,ARTROPATIAS EM OUTRAS DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M15,POLIARTROSE
M16,COXARTROSE [ARTROSE DO QUADRIL]
M17,GONARTROSE [ARTROSE DO JOELHO]
M18,ARTROSE DA PRIMEIRA ARTICULAÇÃO CARPOMETACARPIANA
M19,OUTRAS ARTROSES
M20,DEFORMIDADES ADQUIRIDAS DOS DEDOS DAS MÃOS E DOS PÉS
M21,OUTRAS DEFORMIDADES ADQUIRIDAS DOS MEMBROS
M22,TRANSTORNOS DA RÓTULA [PATELA]
M23,TRANSTORNOS INTERNOS DOS JOELHOS
M24,OUTROS TRANSTORNOS ARTICULARES ESPECÍFICOS
M25,OUTROS TRANSTORNOS ARTICULARES NÃO CLASSIFICADOS EM OUTRA PARTE
M30,POLIARTERITE NODOSA E AFECÇÕES CORRELATAS
M31,OUTRAS VASCULOPATIAS NECROTIZANTES
M32,LÚPUS ERITEMATOSO DISSEMINADO [SISTÊMICO]
M33,DERMATOPOLIOMIOSITE
M34,ESCLEROSE SISTÊMICA
M35,OUTRAS AFECÇÕES SISTÊMICAS DO TECIDO CONJUNTIVO
M36,DOENÇAS SISTÊMICAS DO TECIDO CONJUNTIVO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M40,CIFOSE E LORDOSE
M41,ESCOLIOSE
M42,OSTEOCONDROSE DA COLUNA VERTEBRAL
M43,OUTRAS DORSOPATIAS DEFORMANTES
M45,ESPONDILITE ANCILOSANTE
M46,OUTRAS ESPONDILOPATIAS INFLAMATÓRIAS
M47,ESPONDILOSE
M48,OUTRAS ESPONDILOPATIAS
M49,ESPONDILOPATIAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M50,TRANSTORNOS DOS DISCOS CERVICAIS
M51,OUTROS TRANSTORNOS DE DISCOS INTERVERTEBRAIS
M53,OUTRAS DORSOPATIAS NÃO CLASSIFICADAS EM OUTRA PARTE
M54,DORSALGIA
M60,MIOSITE
M61,CALCIFICAÇÃO E OSSIFICAÇÃO DO MÚSCULO
M62,OUTROS TRANSTORNOS MUSCULARES
M63,TRANSTORNOS DE MÚSCULO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M65,SINOVITE E TENOSSINOVITE
M66,RUPTURA ESPONTÂNEA DE SINÓVIA E DE TENDÃO
M67,OUTROS TRANSTORNOS DAS SINÓVIAS E DOS TENDÕES
M68,TRANSTORNO DE SINÓVIAS E DE TENDÕES EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M70,TRANSTORNOS DOS TECIDOS MOLES RELACIONADOS COM O USO, USO EXCESSIVO E PRESSÃO
M71,OUTRAS BURSOPATIAS
M72,TRANSTORNOS FIBROBLÁSTICOS
M73,TRANSTORNOS DOS TECIDOS MOLES EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M75,LESÕES DO OMBRO
M76,ENTESOPATIAS DOS MEMBROS INFERIORES, EXCLUINDO PÉ
M77,OUTRAS ENTESOPATIAS
M79,OUTROS TRANSTORNOS DOS TECIDOS MOLES, NÃO CLASSIFICADOS EM OUTRA PARTE
M80,OSTEOPOROSE COM FRATURA PATOLÓGICA
M81,OSTEOPOROSE SEM FRATURA PATOLÓGICA
M82,OSTEOPOROSE EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M83,OSTEOMALÁCIA DO ADULTO
M84,TRANSTORNOS DA CONTINUIDADE DO OSSO
M85,OUTROS TRANSTORNOS DA DENSIDADE E DA ESTRUTURA ÓSSEAS
M86,OSTEOMIELITE
M87,OSTEONECROSE
M88,DOENÇA DE PAGET DO OSSO (OSTEÍTE DEFORMANTE)
M89,OUTROS TRANSTORNOS ÓSSEOS
M90,OSTEOPATIAS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
M91,OSTEOCONDROSE JUVENIL DO QUADRIL E DA PELVE
M92,OUTRAS OSTEOCONDROSES JUVENIS
M93,OUTRAS OSTEOCONDROPATIAS
M94,OUTROS TRANSTORNOS DAS CARTILAGENS
M95,OUTRAS DEFORMIDADES ADQUIRIDAS DO SISTEMA OSTEOMUSCULAR E DO TECIDO CONJUNTIVO
M96,TRANSTORNOS OSTEOMUSCULARES PÓS-PROCEDIMENTOS NÃO CLASSIFICADOS EM OUTRA PARTE
M99,LESÕES BIOMECÂNICAS NÃO CLASSIFICADAS EM OUTRA PARTE
N00,SÍNDROME NEFRÍTICA AGUDA
N01,SÍNDROME NEFRÍTICA RAPIDAMENTE PROGRESSIVA
N02,HEMATÚRIA RECIDIVANTE E PERSISTENTE
N03,SÍNDROME NEFRÍTICA CRÔNICA
N04,SÍNDROME NEFRÓTICA
N05,SÍNDROME NEFRÍTICA NÃO ESPECIFICADA
N06,PROTEINÚRIA ISOLADA COM LESÃO MORFOLÓGICA ESPECIFICADA
N07,NEFROPATIA HEREDITÁRIA NÃO CLASSIFICADA EM OUTRA PARTE
N08,TRANSTORNOS GLOMERULARES EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N10,NEFRITE TÚBULO-INTERSTICIAL AGUDA
N11,NEFRITE TÚBULO-INTERSTICIAL CRÔNICA
N12,NEFRITE TÚBULO-INTERSTICIAL NÃO ESPECIFICADA SE AGUDA OU CRÔNICA
N13,UROPATIA OBSTRUTIVA E POR REFLUXO
N14,AFECÇÕES TUBULARES E TÚBULO-INTERSTICIAIS INDUZIDAS POR DROGAS OU METAIS PESADOS
N15,OUTRAS DOENÇAS RENAIS TÚBULO-INTERSTICIAIS
N16,TRANSTORNOS RENAIS TÚBULO-INTERSTICIAIS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N17,INSUFICIÊNCIA RENAL AGUDA
N18,INSUFICIÊNCIA RENAL CRÔNICA
N19,INSUFICIÊNCIA RENAL NÃO ESPECIFICADA
N20,CALCULOSE DO RIM E DO URETER
N21,CALCULOSE DO TRATO URINÁRIO INFERIOR
N22,CALCULOSE DO TRATO URINÁRIO INFERIOR EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N23,CÓLICA NEFRÉTICA NÃO ESPECIFICADA
N25,TRANSTORNOS RESULTANTES DE FUNÇÃO RENAL TUBULAR ALTERADA
N26,RIM CONTRAÍDO, NÃO ESPECIFICADO
N27,HIPOPLASIA RENAL DE CAUSA DESCONHECIDA
N28,OUTROS TRANSTORNOS DO RIM E DO URETER NÃO CLASSIFICADO EM OUTRA PARTE
N29,OUTROS TRANSTORNOS DO RIM E DO URETER EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N30,CISTITE
N31,DISFUNÇÕES NEUROMUSCULARES DA BEXIGA NÃO CLASSIFICADOS EM OUTRA PARTE
N32,OUTROS TRANSTORNOS DA BEXIGA
N33,TRANSTORNOS DA BEXIGA EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N34,URETRITE E SÍNDROME URETRAL
N35,ESTENOSE DA URETRA
N36,OUTROS TRANSTORNOS DA URETRA
N37,TRANSTORNOS DA URETRA EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N39,OUTROS TRANSTORNOS DO TRATO URINÁRIO
N40,HIPERPLASIA DA PRÓSTATA
N41,DOENÇAS INFLAMATÓRIAS DA PRÓSTATA
N42,OUTRAS AFECÇÕES DA PRÓSTATA
N43,HIDROCELE E ESPERMATOCELE
N44,TORÇÃO DO TESTÍCULO
N45,ORQUITE E EPIDIDIMITE
N46,INFERTILIDADE MASCULINA
N47,HIPERTROFIA DO PREPÚCIO, FIMOSE E PARAFIMOSE
N48,OUTROS TRANSTORNOS DO PÊNIS
N49,TRANSTORNOS INFLAMATÓRIOS DE ÓRGÃOS GENITAIS MASCULINOS, NÃO CLASSIFICADOS EM OUTRA PARTE
N50,OUTROS TRANSTORNOS DOS ÓRGÃOS GENITAIS MASCULINOS
N51,TRANSTORNOS DOS ÓRGÃOS GENITAIS MASCULINOS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N60,DISPLASIAS MAMÁRIAS BENIGNAS
N61,TRANSTORNOS INFLAMATÓRIOS DA MAMA
N62,HIPERTROFIA DA MAMA
N63,NÓDULO MAMÁRIO NÃO ESPECIFICADO
N64,OUTRAS DOENÇAS DA MAMA
N70,SALPINGITE E OOFORITE
N71,DOENÇA INFLAMATÓRIA DO ÚTERO, EXCETO O COLO
N72,DOENÇA INFLAMATÓRIA DO COLO DO ÚTERO
N73,OUTRAS DOENÇAS INFLAMATÓRIAS PÉLVICAS FEMININAS
N74,TRANSTORNOS INFLAMATÓRIOS DA PELVE FEMININA EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N75,DOENÇAS DA GLÂNDULA DE BARTHOLIN
N76,OUTRAS AFECÇÕES INFLAMATÓRIAS DA VAGINA E DA VULVA
N77,ULCERAÇÃO E INFLAMAÇÃO VULVOVAGINAIS EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE
N80,ENDOMETRIOSE
N81,PROLAPSO GENITAL FEMININO
N82,FÍSTULAS DO TRATO GENITAL FEMININO
N83,TRANSTORNOS NÃO-INFLAMATÓRIOS DO OVÁRIO, DA TROMPA DE FALÓPIO E DO LIGAMENTO LARGO
N84,PÓLIPO DO TRATO GENITAL FEMININO
N85,OUTROS TRANSTORNOS NÃO-INFLAMATÓRIOS DO ÚTERO, EXCETO DO COLO DO ÚTERO
N86,EROSÃO E ECTRÓPIO DO COLO DO ÚTERO
N87,DISPLASIA DO COLO DO ÚTERO
N88,OUTROS TRANSTORNOS NÃO-INFLAMATÓRIOS DO COLO DO ÚTERO
N89,OUTROS TRANSTORNOS NÃO-INFLAMATÓRIOS DA VAGINA
N90,OUTROS TRANSTORNOS NÃO-INFLAMATÓRIOS DA VULVA E DO PERÍNEO
N91,MENSTRUAÇÃO AUSENTE, ESCASSA E POUCO FREQÜENTE
N92,MENSTRUAÇÃO EXCESSIVA, FREQÜENTE E IRREGULAR
N93,OUTROS SANGRAMENTOS ANORMAIS DO ÚTERO E DA VAGINA
N94,DOR E OUTRAS AFECÇÕES ASSOCIADAS COM OS ÓRGÃOS GENITAIS FEMININOS E COM O CICLO MENSTRUAL
N95,TRANSTORNOS DA MENOPAUSA E DA PERIMENOPAUSA
N96,ABORTAMENTO HABITUAL
N97,INFERTILIDADE FEMININA
N98,COMPLICAÇÕES ASSOCIADAS À FECUNDAÇÃO ARTIFICIAL
N99,TRANSTORNOS DO TRATO GENITURINÁRIO PÓS-PROCEDIMENTOS NÃO CLASSIFICADOS EM OUTRA PARTE
O00,GRAVIDEZ ECTÓPICA
O01,MOLA HIDATIFORME
O02,OUTROS PRODUTOS ANORMAIS DA CONCEPÇÃO
O03,ABORTO ESPONTÂNEO
O04,ABORTO POR RAZÕES MÉDICAS E LEGAIS
O05,OUTROS TIPOS DE ABORTO
O06,ABORTO NÃO ESPECIFICADO
O07,FALHA DE TENTATIVA DE ABORTO
O08,COMPLICAÇÕES CONSEQÜENTES A ABORTO E GRAVIDEZ ECTÓPICA OU MOLAR
O10,HIPERTENSÃO PRÉ-EXISTENTE COMPLICANDO A GRAVIDEZ, O PARTO E O PUERPÉRIO
O11,DISTÚRBIO HIPERTENSIVO PRÉ-EXISTENTE COM PROTEINÚRIA SUPERPOSTA
O12,EDEMA E PROTEINÚRIA GESTACIONAIS [INDUZIDOS PELA GRAVIDEZ], SEM HIPERTENSÃO
O13,HIPERTENSÃO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] SEM PROTEINÚRIA SIGNIFICATIVA
O14,HIPERTENSÃO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] COM PROTEINÚRIA SIGNIFICATIVA
O15,ECLÂMPSIA
O16,HIPERTENSÃO MATERNA NÃO ESPECIFICADA
O20,HEMORRAGIA DO INÍCIO DA GRAVIDEZ
O21,VÔMITOS EXCESSIVOS NA GRAVIDEZ
O22,COMPLICAÇÕES VENOSAS NA GRAVIDEZ
O23,INFECÇÕES DO TRATO GENITURINÁRIO NA GRAVIDEZ
O24,DIABETES MELLITUS NA GRAVIDEZ
O25,DESNUTRIÇÃO NA GRAVIDEZ
O26,ASSISTÊNCIA MATERNA POR OUTRAS COMPLICAÇÕES LIGADAS PREDOMINANTEMENTE À GRAVIDEZ
O28,"ACHADOS ANORMAIS DO RASTREAMENTO [""SCREENING""] ANTENATAL DA MÃE"
O29,COMPLICAÇÕES DE ANESTESIA ADMINISTRADA DURANTE A GRAVIDEZ
O30,GESTAÇÃO MÚLTIPLA
O31,COMPLICAÇÕES ESPECÍFICAS DE GESTAÇÃO MÚLTIPLA
O32,ASSISTÊNCIA PRESTADA À MÃE POR MOTIVO DE APRESENTAÇÃO ANORMAL, CONHECIDA OU SUSPEITADA, DO FETO
O33,ASSISTÊNCIA PRESTADA À MÃE POR UMA DESPROPORÇÃO CONHECIDA OU SUSPEITA
O34,ASSISTÊNCIA PRESTADA À MÃE POR ANORMALIDADE, CONHECIDA OU SUSPEITA, DOS ÓRGÃOS PÉLVICOS MATERNOS
O35,ASSISTÊNCIA PRESTADA À MÃE POR ANORMALIDADE E LESÃO FETAIS, CONHECIDAS OU SUSPEITADAS
O36,ASSISTÊNCIA PRESTADA À MÃE POR OUTROS PROBLEMAS FETAIS CONHECIDOS OU SUSPEITADOS
O40,POLIHIDRÂMNIO
O41,OUTROS TRANSTORNOS DAS MEMBRANAS E DO LÍQUIDO AMNIÓTICO
O42,RUPTURA PREMATURA DE MEMBRANAS
O43,TRANSTORNOS DA PLACENTA
O44,PLACENTA PRÉVIA
O45,DESCOLAMENTO PREMATURO DA PLACENTA [ABRUPTIO PLACENTAE]
O46,HEMORRAGIA ANTEPARTO NÃO CLASSIFICADA EM OUTRA PARTE
O47,FALSO TRABALHO DE PARTO
O48,GRAVIDEZ PROLONGADA
O60,TRABALHO DE PARTO PRÉ-TERMO
O61,FALHA NA INDUÇÃO DO TRABALHO DE PARTO
O62,ANORMALIDADES DA CONTRAÇÃO UTERINA
O63,TRABALHO DE PARTO PROLONGADO
O64,OBSTRUÇÃO DO TRABALHO DE PARTO DEVIDA À MÁ-POSIÇÃO OU MÁ-APRESENTAÇÃO DO FETO
O65,OBSTRUÇÃO DO TRABALHO DE PARTO DEVIDA A ANORMALIDADE PÉLVICA DA MÃE
O66,OUTRAS FORMAS DE OBSTRUÇÃO DO TRABALHO DE PARTO
O67,TRABALHO DE PARTO E PARTO COMPLICADOS POR HEMORRAGIA INTRAPARTO NÃO CLASSIFICADOS EM OUTRA PARTE
O68,TRABALHO DE PARTO E PARTO COMPLICADOS POR SOFRIMENTO FETAL
O69,TRABALHO DE PARTO E PARTO COMPLICADOS POR ANORMALIDADE DO CORDÃO UMBILICAL
O70,LACERAÇÃO DO PERÍNEO DURANTE O PARTO
O71,OUTROS TRAUMATISMOS OBSTÉTRICOS
O72,HEMORRAGIA PÓS-PARTO
O73,RETENÇÃO DA PLACENTA E DAS MEMBRANAS, SEM HEMORRAGIAS
O74,COMPLICAÇÕES DE ANESTESIA DURANTE O TRABALHO DE PARTO E O PARTO
O75,OUTRAS COMPLICAÇÕES DO TRABALHO DE PARTO E DO PARTO NÃO CLASSIFICADAS EM OUTRA PARTE
O80,PARTO ÚNICO ESPONTÂNEO
O81,PARTO ÚNICO POR FÓRCEPS OU VÁCUO-EXTRATOR
O82,PARTO ÚNICO POR CESARIANA
O83,OUTROS TIPOS DE PARTO ÚNICO ASSISTIDO
O84,PARTO MÚLTIPLO
O85,INFECÇÃO PUERPERAL
O86,OUTRAS INFECÇÕES PUERPERAIS
O87,COMPLICAÇÕES VENOSAS NO PUERPÉRIO
O88,EMBOLIA DE ORIGEM OBSTÉTRICA
O89,COMPLICAÇÕES DA ANESTESIA ADMINISTRADA DURANTE O PUERPÉRIO
O90,COMPLICAÇÕES DO PUERPÉRIO NÃO CLASSIFICADAS EM OUTRA PARTE
O91,INFECÇÕES MAMÁRIAS ASSOCIADAS AO PARTO
O92,OUTRAS AFECÇÕES DA MAMA E DA LACTAÇÃO ASSOCIADAS AO PARTO
O94,SEQÜELAS DE COMPLICAÇÕES DA GRAVIDEZ, PARTO E PUERPÉRIO
O95,MORTE OBSTÉTRICA DE CAUSA NÃO ESPECIFICADA
O96,MORTE, POR QUALQUER CAUSA OBSTÉTRICA, QUE OCORRE MAIS DE 42 DIAS, MAS MENOS DE 1 ANO, APÓS O PARTO
O97,MORTE POR SEQÜELAS DE CAUSAS OBSTÉTRICAS DIRETAS
O98,DOENÇAS INFECCIOSAS E PARASITÁRIAS MATERNAS CLASSIFICÁVEIS EM OUTRA PARTE MAS QUE COMPLIQUEM A GRAVIDEZ, O PARTO E O PUERPÉRIO
O99,OUTRAS DOENÇAS DA MÃE, CLASSIFICADAS EM OUTRA PARTE, MAS QUE COMPLICAM A GRAVIDEZ O PARTO E O PUERPÉRIO
P00,FETO E RECÉM-NASCIDO AFETADOS POR AFECÇÕES MATERNAS, NÃO OBRIGATORIAMENTE RELACIONADAS COM A GRAVIDEZ ATUAL
P01,FETO E RECÉM-NASCIDO AFETADOS POR COMPLICAÇÕES MATERNAS DA GRAVIDEZ
P02,FETO E RECÉM-NASCIDO AFETADOS POR COMPLICAÇÕES DA PLACENTA, DO CORDÃO UMBILICAL E DAS MEMBRANAS
